VerificationID,LoanID,CustomerID,KYCStatus,VerificationDate,DocumentType,VerificationMethod
V0000411,L0000411,C000570,Verified,2025-11-07,Utility Bill,API
V0000412,L0000412,C000572,Verified,2025-02-09,BRP,Manual
V0000413,L0000413,C000574,Verified,2025-12-06,BRP,Email
V0000414,L0000414,C000575,Verified,2026-02-08,Utility Bill,Email
V0000415,L0000415,C000579,Verified,2025-08-13,Driving Licence,Manual
V0000416,L0000416,C000580,Verified,2026-03-21,Driving Licence,Manual
V0000417,L0000417,C000581,Manual Review,2025-12-11,BRP,Manual
V0000418,L0000418,C000582,Verified,2026-04-09,Passport,API
V0000419,L0000419,C000583,Verified,2026-04-09,BRP,API
V0000420,L0000420,C000584,Verified,2026-05-19,Driving Licence,Manual
V0000421,L0000421,C000585,Verified,2026-04-28,BRP,API
V0000422,L0000422,C000586,Verified,2026-01-18,Passport,Manual
V0000423,L0000423,C000587,Verified,2026-02-22,Passport,API
V0000424,L0000424,C000589,Verified,2025-09-14,BRP,Email
V0000425,L0000425,C000590,Verified,2025-04-16,Driving Licence,Manual
V0000426,L0000426,C000591,Failed,2025-08-27,Driving Licence,Manual
V0000427,L0000427,C000594,Verified,2025-07-29,Utility Bill,API
V0000428,L0000428,C000595,Verified,2025-04-14,Utility Bill,API
V0000429,L0000429,C000598,Verified,2026-02-04,Driving Licence,API
V0000430,L0000430,C000599,Verified,2026-04-08,Passport,API
V0000431,L0000431,C000600,Verified,2025-02-05,BRP,Email
V0000432,L0000432,C000601,Verified,2025-04-05,BRP,API
V0000433,L0000433,C000602,Verified,2025-12-05,Passport,Manual
V0000434,L0000434,C000603,Verified,2025-03-19,Driving Licence,Manual
V0000435,L0000435,C000604,Verified,2025-02-19,Utility Bill,Email
V0000436,L0000436,C000605,Verified,2025-08-17,Utility Bill,API
V0000437,L0000437,C000606,Verified,2025-10-11,Utility Bill,API
V0000438,L0000438,C000607,Manual Review,2025-02-09,Passport,API
V0000439,L0000439,C000609,Verified,2025-11-04,Passport,Email
V0000440,L0000440,C000611,Verified,2025-01-28,Utility Bill,Manual
V0000441,L0000441,C000612,Verified,2026-03-31,Driving Licence,API
V0000442,L0000442,C000613,Verified,2025-01-06,BRP,Manual
V0000443,L0000443,C000615,Manual Review,2026-02-03,Passport,Manual
V0000444,L0000444,C000616,Failed,2026-02-21,Passport,API
V0000445,L0000445,C000617,Verified,2025-09-05,Passport,API
V0000446,L0000446,C000620,Verified,2026-01-23,Passport,Email
V0000447,L0000447,C000621,Verified,2025-04-01,Passport,Manual
V0000448,L0000448,C000622,Verified,2026-01-12,Passport,API
V0000449,L0000449,C000623,Verified,2025-09-08,Driving Licence,API
V0000450,L0000450,C000624,Verified,2026-01-31,BRP,Manual
V0000451,L0000451,C000625,Manual Review,2025-04-24,Passport,Manual
V0000452,L0000452,C000626,Verified,2025-02-22,BRP,API
V0000453,L0000453,C000627,Verified,2025-04-23,Passport,Manual
V0000454,L0000454,C000628,Verified,2025-08-11,Passport,Manual
V0000455,L0000455,C000630,Manual Review,2026-01-01,BRP,Manual
V0000456,L0000456,C000631,Verified,2025-02-15,BRP,API
V0000457,L0000457,C000632,Verified,2026-05-04,Utility Bill,API
V0000458,L0000458,C000633,Verified,2025-10-13,Driving Licence,Email
V0000459,L0000459,C000634,Verified,2025-01-20,Driving Licence,API
V0000460,L0000460,C000635,Verified,2026-04-26,BRP,Manual
V0000461,L0000461,C000637,Verified,2026-02-07,Passport,Email
V0000462,L0000462,C000638,Failed,2025-11-14,Driving Licence,Email
V0000463,L0000463,C000639,Verified,2025-05-08,Passport,Manual
V0000464,L0000464,C000640,Verified,2026-02-09,Driving Licence,Email
V0000465,L0000465,C000641,Verified,2025-07-14,Utility Bill,API
V0000466,L0000466,C000642,Verified,2025-06-04,BRP,Email
V0000467,L0000467,C000645,Verified,2026-01-13,BRP,Manual
V0000468,L0000468,C000646,Verified,2026-03-22,Utility Bill,Manual
V0000469,L0000469,C000650,Manual Review,2026-04-26,Passport,API
V0000470,L0000470,C000651,Verified,2025-03-22,Utility Bill,Manual
V0000471,L0000471,C000652,Verified,2025-07-19,Passport,Email
V0000472,L0000472,C000653,Failed,2025-04-21,Passport,Email
V0000473,L0000473,C000654,Manual Review,2026-03-19,Driving Licence,API
V0000474,L0000474,C000655,Verified,2026-01-12,Driving Licence,Manual
V0000475,L0000475,C000656,Verified,2025-06-10,Utility Bill,Email
V0000476,L0000476,C000658,Verified,2025-04-13,Utility Bill,Manual
V0000477,L0000477,C000661,Verified,2025-12-21,Driving Licence,API
V0000478,L0000478,C000662,Verified,2025-09-08,BRP,Manual
V0000479,L0000479,C000663,Verified,2025-05-15,Driving Licence,API
V0000480,L0000480,C000664,Verified,2026-05-29,Utility Bill,Manual
V0000481,L0000481,C000666,Verified,2026-04-15,Utility Bill,API
V0000482,L0000482,C000667,Verified,2025-04-27,Passport,Manual
V0000483,L0000483,C000668,Manual Review,2025-10-16,Driving Licence,Email
V0000484,L0000484,C000669,Verified,2025-04-10,Driving Licence,Manual
V0000485,L0000485,C000670,Manual Review,2025-07-13,Passport,Manual
V0000486,L0000486,C000673,Manual Review,2025-10-07,Utility Bill,Manual
V0000487,L0000487,C000674,Verified,2025-06-30,BRP,API
V0000488,L0000488,C000675,Verified,2025-03-04,Passport,Email
V0000489,L0000489,C000677,Failed,2025-11-13,Driving Licence,API
V0000490,L0000490,C000678,Verified,2025-06-30,BRP,API
V0000491,L0000491,C000679,Verified,2025-07-13,Driving Licence,API
V0000492,L0000492,C000681,Verified,2026-03-15,Utility Bill,Manual
V0000493,L0000493,C000682,Verified,2025-10-09,Utility Bill,Email
V0000494,L0000494,C000684,Verified,2025-08-10,Utility Bill,Manual
V0000495,L0000495,C000685,Verified,2025-10-13,Passport,API
V0000496,L0000496,C000686,Verified,2025-09-10,Driving Licence,API
V0000497,L0000497,C000687,Manual Review,2025-12-10,Utility Bill,Manual
V0000498,L0000498,C000688,Verified,2025-03-17,Passport,Manual
V0000499,L0000499,C000689,Verified,2026-04-23,Utility Bill,Manual
V0000500,L0000500,C000693,Verified,2026-01-03,Driving Licence,Email
V0000501,L0000501,C000694,Verified,2025-11-12,Passport,Manual
V0000502,L0000502,C000695,Verified,2025-10-21,BRP,API
V0000503,L0000503,C000697,Verified,2025-04-04,Driving Licence,Manual
V0000504,L0000504,C000698,Verified,2025-04-08,Driving Licence,Email
V0000505,L0000505,C000702,Verified,2026-04-19,Passport,Email
V0000506,L0000506,C000704,Verified,2026-04-08,Utility Bill,Manual
V0000507,L0000507,C000705,Failed,2025-03-27,Passport,API
V0000508,L0000508,C000707,Verified,2025-03-29,Utility Bill,API
V0000509,L0000509,C000708,Verified,2025-12-27,Utility Bill,Manual
V0000510,L0000510,C000712,Verified,2026-02-15,Driving Licence,Manual
V0000511,L0000511,C000713,Manual Review,2025-02-25,Utility Bill,API
V0000512,L0000512,C000715,Verified,2026-02-09,Driving Licence,Manual
V0000513,L0000513,C000717,Verified,2026-06-01,Utility Bill,Manual
V0000514,L0000514,C000718,Verified,2026-05-18,Driving Licence,Email
V0000515,L0000515,C000719,Verified,2026-02-19,BRP,API
V0000516,L0000516,C000721,Manual Review,2025-11-05,BRP,Manual
V0000517,L0000517,C000722,Verified,2025-06-06,BRP,API
V0000518,L0000518,C000723,Verified,2025-03-12,Passport,Manual
V0000519,L0000519,C000725,Verified,2025-09-05,Driving Licence,Manual
V0000520,L0000520,C000727,Verified,2025-11-14,BRP,API
V0000521,L0000521,C000728,Verified,2026-04-02,Driving Licence,Email
V0000522,L0000522,C000729,Verified,2025-02-12,Driving Licence,Email
V0000523,L0000523,C000731,Verified,2026-01-09,Utility Bill,Manual
V0000524,L0000524,C000732,Verified,2026-04-26,BRP,Manual
V0000525,L0000525,C000733,Verified,2025-09-28,BRP,API
V0000526,L0000526,C000734,Verified,2025-11-23,Driving Licence,API
V0000527,L0000527,C000735,Verified,2025-04-15,BRP,API
V0000528,L0000528,C000736,Verified,2026-03-10,Driving Licence,API
V0000529,L0000529,C000738,Verified,2026-03-17,Passport,Email
V0000530,L0000530,C000741,Manual Review,2025-06-25,Utility Bill,Manual
V0000531,L0000531,C000742,Verified,2025-09-08,Driving Licence,Email
V0000532,L0000532,C000743,Verified,2026-01-31,Utility Bill,Manual
V0000533,L0000533,C000744,Verified,2025-12-20,Utility Bill,Manual
V0000534,L0000534,C000745,Verified,2026-03-22,Utility Bill,API
V0000535,L0000535,C000746,Verified,2025-06-21,BRP,Manual
V0000536,L0000536,C000747,Verified,2025-11-10,Driving Licence,Manual
V0000537,L0000537,C000748,Manual Review,2025-08-25,Driving Licence,Email
V0000538,L0000538,C000749,Verified,2025-11-16,Passport,Manual
V0000539,L0000539,C000750,Verified,2025-01-23,Utility Bill,Email
V0000540,L0000540,C000751,Verified,2025-06-26,Driving Licence,Manual
V0000541,L0000541,C000752,Verified,2025-12-18,BRP,API
V0000542,L0000542,C000755,Manual Review,2025-03-28,Passport,Manual
V0000543,L0000543,C000757,Verified,2025-08-22,Passport,Email
V0000544,L0000544,C000758,Verified,2025-02-05,Passport,API
V0000545,L0000545,C000760,Verified,2025-11-29,Passport,API
V0000546,L0000546,C000761,Manual Review,2025-02-10,Driving Licence,Manual
V0000547,L0000547,C000762,Verified,2025-05-29,BRP,Email
V0000548,L0000548,C000764,Verified,2025-12-15,BRP,Manual
V0000549,L0000549,C000765,Verified,2025-12-16,Passport,Manual
V0000550,L0000550,C000766,Verified,2025-03-18,Driving Licence,Email
V0000551,L0000551,C000767,Verified,2025-12-28,Driving Licence,Manual
V0000552,L0000552,C000768,Manual Review,2026-01-17,Utility Bill,Manual
V0000553,L0000553,C000771,Verified,2025-11-08,Driving Licence,Manual
V0000554,L0000554,C000772,Verified,2026-05-08,BRP,Manual
V0000555,L0000555,C000773,Failed,2025-10-27,Passport,Manual
V0000556,L0000556,C000774,Verified,2026-01-06,BRP,Email
V0000557,L0000557,C000775,Verified,2025-06-03,Passport,API
V0000558,L0000558,C000776,Verified,2025-09-30,BRP,Email
V0000559,L0000559,C000778,Verified,2025-08-27,Passport,Email
V0000560,L0000560,C000780,Verified,2025-04-22,Utility Bill,Manual
V0000561,L0000561,C000781,Verified,2025-12-23,BRP,Manual
V0000562,L0000562,C000783,Verified,2026-06-05,Utility Bill,Manual
V0000563,L0000563,C000785,Verified,2025-04-16,BRP,API
V0000564,L0000564,C000787,Verified,2025-01-29,BRP,Manual
V0000565,L0000565,C000788,Verified,2025-09-25,Utility Bill,API
V0000566,L0000566,C000789,Verified,2026-04-04,BRP,Manual
V0000567,L0000567,C000790,Verified,2025-03-17,BRP,API
V0000568,L0000568,C000793,Verified,2026-02-20,Passport,Manual
V0000569,L0000569,C000794,Verified,2026-03-10,BRP,API
V0000570,L0000570,C000795,Verified,2026-03-16,BRP,API
V0000571,L0000571,C000796,Failed,2025-02-23,Utility Bill,API
V0000572,L0000572,C000797,Verified,2026-05-18,Driving Licence,Manual
V0000573,L0000573,C000798,Verified,2025-06-01,Passport,API
V0000574,L0000574,C000799,Verified,2025-01-03,Utility Bill,Manual
V0000575,L0000575,C000800,Verified,2025-02-09,Utility Bill,Manual
V0000576,L0000576,C000801,Verified,2025-12-08,Utility Bill,Email
V0000577,L0000577,C000802,Verified,2026-03-02,Passport,Manual
V0000578,L0000578,C000803,Verified,2026-03-23,Driving Licence,Email
V0000579,L0000579,C000804,Manual Review,2025-08-17,Passport,Manual
V0000580,L0000580,C000805,Manual Review,2025-07-30,Driving Licence,Manual
V0000581,L0000581,C000806,Verified,2026-02-09,Utility Bill,Email
V0000582,L0000582,C000807,Verified,2025-02-16,Driving Licence,Manual
V0000583,L0000583,C000809,Verified,2026-03-04,BRP,API
V0000584,L0000584,C000810,Verified,2025-11-26,Driving Licence,Email
V0000585,L0000585,C000811,Verified,2025-12-04,Passport,API
V0000586,L0000586,C000812,Verified,2025-01-15,BRP,Email
V0000587,L0000587,C000813,Verified,2025-03-06,BRP,Manual
V0000588,L0000588,C000814,Verified,2025-03-16,Passport,Manual
V0000589,L0000589,C000815,Verified,2025-11-28,Passport,API
V0000590,L0000590,C000816,Verified,2025-12-19,Driving Licence,API
V0000591,L0000591,C000817,Verified,2025-06-02,Utility Bill,API
V0000592,L0000592,C000818,Verified,2026-01-20,Passport,Email
V0000593,L0000593,C000819,Manual Review,2025-06-05,Passport,Email
V0000594,L0000594,C000820,Manual Review,2026-03-09,Driving Licence,API
V0000595,L0000595,C000822,Verified,2025-08-26,Utility Bill,API
V0000596,L0000596,C000824,Failed,2026-03-30,Driving Licence,Email
V0000597,L0000597,C000825,Verified,2026-05-13,Driving Licence,Manual
V0000598,L0000598,C000826,Verified,2026-04-03,Utility Bill,Manual
V0000599,L0000599,C000827,Verified,2025-06-07,Passport,API
V0000600,L0000600,C000828,Verified,2025-11-05,Utility Bill,API
V0000601,L0000601,C000830,Manual Review,2026-02-17,BRP,Manual
V0000602,L0000602,C000831,Verified,2025-06-21,BRP,Email
V0000603,L0000603,C000832,Verified,2026-04-20,Utility Bill,API
V0000604,L0000604,C000833,Verified,2025-09-20,BRP,Email
V0000605,L0000605,C000836,Verified,2025-12-07,Driving Licence,Manual
V0000606,L0000606,C000837,Verified,2026-03-11,Driving Licence,API
V0000607,L0000607,C000838,Verified,2025-11-01,BRP,Email
V0000608,L0000608,C000840,Verified,2025-07-09,Passport,Email
V0000609,L0000609,C000841,Verified,2025-04-05,BRP,Manual
V0000610,L0000610,C000845,Verified,2026-05-31,BRP,Manual
V0000611,L0000611,C000846,Verified,2025-02-06,Driving Licence,API
V0000612,L0000612,C000847,Verified,2025-04-08,Passport,Manual
V0000613,L0000613,C000848,Verified,2025-07-31,Passport,Manual
V0000614,L0000614,C000849,Verified,2025-12-22,BRP,API
V0000615,L0000615,C000850,Verified,2026-03-08,Driving Licence,Manual
V0000616,L0000616,C000851,Verified,2025-09-20,Utility Bill,Email
V0000617,L0000617,C000852,Verified,2025-01-07,Passport,Email
V0000618,L0000618,C000853,Verified,2025-10-06,Driving Licence,API
V0000619,L0000619,C000857,Verified,2026-04-30,BRP,Email
V0000620,L0000620,C000862,Verified,2025-09-15,Passport,Email
V0000621,L0000621,C000863,Verified,2025-06-23,BRP,Manual
V0000622,L0000622,C000865,Verified,2026-05-14,BRP,Email
V0000623,L0000623,C000866,Verified,2026-04-30,Utility Bill,Manual
V0000624,L0000624,C000867,Verified,2026-05-10,BRP,Manual
V0000625,L0000625,C000869,Verified,2026-02-25,Driving Licence,Manual
V0000626,L0000626,C000870,Verified,2026-05-01,Utility Bill,Email
V0000627,L0000627,C000871,Verified,2026-03-31,Driving Licence,Manual
V0000628,L0000628,C000874,Verified,2025-03-31,Driving Licence,API
V0000629,L0000629,C000875,Verified,2025-08-27,BRP,Manual
V0000630,L0000630,C000876,Manual Review,2025-02-24,Utility Bill,API
V0000631,L0000631,C000877,Verified,2026-01-17,Driving Licence,Manual
V0000632,L0000632,C000878,Verified,2025-07-29,Utility Bill,Email
V0000633,L0000633,C000879,Verified,2026-03-16,BRP,Manual
V0000634,L0000634,C000880,Verified,2026-01-14,Passport,API
V0000635,L0000635,C000882,Verified,2025-07-22,Passport,Email
V0000636,L0000636,C000883,Verified,2026-03-05,Utility Bill,Email
V0000637,L0000637,C000884,Verified,2025-06-19,BRP,API
V0000638,L0000638,C000885,Verified,2026-02-21,Passport,Email
V0000639,L0000639,C000886,Verified,2025-01-13,Passport,Manual
V0000640,L0000640,C000887,Verified,2026-05-20,BRP,Email
V0000641,L0000641,C000888,Verified,2025-03-03,Passport,Email
V0000642,L0000642,C000889,Verified,2026-01-01,Passport,Manual
V0000643,L0000643,C000890,Verified,2026-05-29,Driving Licence,API
V0000644,L0000644,C000891,Verified,2025-10-23,Utility Bill,API
V0000645,L0000645,C000892,Verified,2026-02-10,Driving Licence,Manual
V0000646,L0000646,C000893,Verified,2025-11-25,Driving Licence,API
V0000647,L0000647,C000894,Verified,2025-05-31,Driving Licence,API
V0000648,L0000648,C000895,Verified,2026-03-23,BRP,Manual
V0000649,L0000649,C000896,Verified,2025-11-26,Driving Licence,Manual
V0000650,L0000650,C000897,Verified,2025-05-14,BRP,API
V0000651,L0000651,C000898,Verified,2025-10-21,BRP,API
V0000652,L0000652,C000899,Verified,2026-01-11,Passport,Manual
V0000653,L0000653,C000902,Verified,2026-02-11,Utility Bill,Manual
V0000654,L0000654,C000904,Verified,2025-09-26,Utility Bill,Email
V0000655,L0000655,C000906,Verified,2025-12-16,Passport,API
V0000656,L0000656,C000907,Verified,2025-12-14,BRP,API
V0000657,L0000657,C000908,Verified,2025-03-16,BRP,API
V0000658,L0000658,C000909,Verified,2025-01-21,Passport,Manual
V0000659,L0000659,C000911,Verified,2026-01-07,Passport,Manual
V0000660,L0000660,C000913,Verified,2025-08-06,Utility Bill,Manual
V0000661,L0000661,C000914,Manual Review,2026-02-12,Utility Bill,Email
V0000662,L0000662,C000915,Verified,2026-01-24,Utility Bill,API
V0000663,L0000663,C000916,Verified,2025-05-22,Driving Licence,API
V0000664,L0000664,C000918,Verified,2026-02-06,BRP,API
V0000665,L0000665,C000919,Manual Review,2025-11-03,Passport,Manual
V0000666,L0000666,C000920,Verified,2025-10-21,Passport,Email
V0000667,L0000667,C000921,Manual Review,2025-09-21,Passport,Email
V0000668,L0000668,C000923,Verified,2025-09-29,BRP,Email
V0000669,L0000669,C000926,Manual Review,2025-09-03,Utility Bill,API
V0000670,L0000670,C000927,Verified,2025-12-15,Driving Licence,Manual
V0000671,L0000671,C000928,Verified,2025-10-27,BRP,Manual
V0000672,L0000672,C000929,Verified,2026-01-09,Passport,Manual
V0000673,L0000673,C000932,Verified,2026-05-10,Driving Licence,API
V0000674,L0000674,C000935,Manual Review,2026-06-01,Utility Bill,Email
V0000675,L0000675,C000936,Verified,2025-04-23,BRP,Email
V0000676,L0000676,C000937,Verified,2025-04-06,Driving Licence,API
V0000677,L0000677,C000938,Verified,2025-11-11,Utility Bill,Manual
V0000678,L0000678,C000940,Verified,2025-07-08,BRP,Manual
V0000679,L0000679,C000941,Manual Review,2026-02-13,Utility Bill,Email
V0000680,L0000680,C000942,Manual Review,2025-11-26,Utility Bill,Manual
V0000681,L0000681,C000943,Verified,2025-07-06,BRP,API
V0000682,L0000682,C000944,Manual Review,2025-07-25,Driving Licence,API
V0000683,L0000683,C000945,Verified,2026-03-01,BRP,API
V0000684,L0000684,C000947,Verified,2025-08-26,Driving Licence,API
V0000685,L0000685,C000948,Verified,2025-11-21,BRP,API
V0000686,L0000686,C000950,Failed,2026-04-08,Utility Bill,API
V0000687,L0000687,C000951,Verified,2026-04-27,Utility Bill,Email
V0000688,L0000688,C000953,Verified,2025-03-19,Driving Licence,Email
V0000689,L0000689,C000954,Verified,2025-01-15,BRP,Manual
V0000690,L0000690,C000957,Verified,2025-08-16,Passport,Email
V0000691,L0000691,C000958,Verified,2026-02-17,Passport,Email
V0000692,L0000692,C000960,Verified,2026-05-25,Driving Licence,Email
V0000693,L0000693,C000961,Verified,2025-07-15,Utility Bill,Email
V0000694,L0000694,C000962,Verified,2025-10-12,BRP,Manual
V0000695,L0000695,C000963,Verified,2025-05-10,Passport,Email
V0000696,L0000696,C000965,Verified,2025-09-20,Driving Licence,Manual
V0000697,L0000697,C000966,Verified,2025-03-13,BRP,API
V0000698,L0000698,C000967,Verified,2025-06-24,BRP,Email
V0000699,L0000699,C000969,Verified,2025-07-03,Driving Licence,Manual
V0000700,L0000700,C000971,Verified,2025-05-02,Driving Licence,API
V0000701,L0000701,C000972,Verified,2025-02-15,Utility Bill,Manual
V0000702,L0000702,C000973,Manual Review,2025-04-27,Passport,Manual
V0000703,L0000703,C000974,Verified,2026-02-09,Utility Bill,Email
V0000704,L0000704,C000976,Manual Review,2026-04-20,BRP,Email
V0000705,L0000705,C000977,Verified,2025-06-20,Driving Licence,Manual
V0000706,L0000706,C000979,Verified,2025-03-15,Driving Licence,Email
V0000707,L0000707,C000980,Verified,2025-11-13,Driving Licence,Email
V0000708,L0000708,C000982,Manual Review,2026-05-30,BRP,Email
V0000709,L0000709,C000983,Manual Review,2025-04-08,Passport,Email
V0000710,L0000710,C000984,Verified,2025-03-07,Driving Licence,API
V0000711,L0000711,C000985,Verified,2025-08-26,Utility Bill,Email
V0000712,L0000712,C000986,Verified,2026-05-29,Passport,Manual
V0000713,L0000713,C000987,Verified,2025-11-18,Utility Bill,Email
V0000714,L0000714,C000988,Verified,2025-01-11,Utility Bill,API
V0000715,L0000715,C000990,Verified,2026-04-23,Passport,Manual
V0000716,L0000716,C000993,Verified,2025-09-25,BRP,API
V0000717,L0000717,C000994,Verified,2026-01-12,Driving Licence,Manual
V0000718,L0000718,C000995,Verified,2025-02-26,Driving Licence,Manual
V0000719,L0000719,C000997,Verified,2025-11-17,Driving Licence,Manual
V0000720,L0000720,C000998,Verified,2026-01-17,Driving Licence,Email
V0000721,L0000721,C000999,Verified,2025-10-30,Utility Bill,Manual
V0000722,L0000722,C001000,Verified,2025-08-18,Passport,Email
V0000723,L0000723,C001001,Verified,2025-09-29,Passport,API
V0000724,L0000724,C001002,Verified,2025-10-12,BRP,Email
V0000725,L0000725,C001003,Manual Review,2025-12-14,Utility Bill,Manual
V0000726,L0000726,C001004,Verified,2025-01-27,Driving Licence,API
V0000727,L0000727,C001005,Verified,2026-05-01,Driving Licence,Manual
V0000728,L0000728,C001008,Verified,2026-04-23,Passport,Manual
V0000729,L0000729,C001009,Verified,2026-02-07,Driving Licence,API
V0000730,L0000730,C001010,Verified,2025-03-30,Utility Bill,Email
V0000731,L0000731,C001013,Verified,2025-09-12,Utility Bill,Manual
V0000732,L0000732,C001014,Verified,2025-11-09,Driving Licence,Manual
V0000733,L0000733,C001015,Verified,2025-11-15,Utility Bill,Manual
V0000734,L0000734,C001016,Verified,2026-06-04,BRP,API
V0000735,L0000735,C001018,Manual Review,2026-01-25,Driving Licence,Manual
V0000736,L0000736,C001019,Verified,2025-03-07,Utility Bill,API
V0000737,L0000737,C001021,Manual Review,2025-02-08,BRP,API
V0000738,L0000738,C001022,Verified,2026-03-24,Passport,Email
V0000739,L0000739,C001024,Verified,2025-02-19,Driving Licence,Email
V0000740,L0000740,C001025,Failed,2026-02-06,Passport,Email
V0000741,L0000741,C001027,Verified,2025-10-08,BRP,Email
V0000742,L0000742,C001028,Verified,2026-02-13,Passport,Manual
V0000743,L0000743,C001031,Verified,2025-09-14,Utility Bill,Manual
V0000744,L0000744,C001032,Verified,2025-09-06,Passport,Manual
V0000745,L0000745,C001034,Verified,2026-05-29,Passport,API
V0000746,L0000746,C001035,Verified,2025-10-10,Utility Bill,Email
V0000747,L0000747,C001036,Verified,2026-01-05,BRP,Email
V0000748,L0000748,C001037,Verified,2026-01-14,Passport,Manual
V0000749,L0000749,C001038,Verified,2025-01-19,Driving Licence,API
V0000750,L0000750,C001039,Verified,2026-04-27,Passport,API
V0000751,L0000751,C001040,Manual Review,2026-03-14,Driving Licence,Manual
V0000752,L0000752,C001042,Verified,2025-06-25,Driving Licence,API
V0000753,L0000753,C001044,Verified,2025-07-28,BRP,API
V0000754,L0000754,C001045,Verified,2025-03-16,BRP,API
V0000755,L0000755,C001046,Failed,2025-01-16,Driving Licence,API
V0000756,L0000756,C001049,Verified,2025-09-03,Passport,API
V0000757,L0000757,C001050,Verified,2025-01-30,Utility Bill,Email
V0000758,L0000758,C001051,Manual Review,2025-02-12,Passport,Manual
V0000759,L0000759,C001052,Verified,2025-12-04,BRP,Email
V0000760,L0000760,C001053,Verified,2025-07-20,Utility Bill,Manual
V0000761,L0000761,C001054,Verified,2026-02-07,BRP,Manual
V0000762,L0000762,C001056,Verified,2026-04-24,BRP,Manual
V0000763,L0000763,C001057,Verified,2025-01-19,Driving Licence,Manual
V0000764,L0000764,C001058,Manual Review,2026-04-10,Driving Licence,API
V0000765,L0000765,C001059,Manual Review,2025-02-02,Passport,API
V0000766,L0000766,C001060,Verified,2025-11-04,Utility Bill,Manual
V0000767,L0000767,C001061,Verified,2025-02-20,Utility Bill,API
V0000768,L0000768,C001062,Verified,2025-03-24,Utility Bill,Email
V0000769,L0000769,C001063,Verified,2026-05-19,BRP,Manual
V0000770,L0000770,C001064,Verified,2025-05-19,Utility Bill,API
V0000771,L0000771,C001066,Verified,2025-05-15,BRP,Manual
V0000772,L0000772,C001067,Verified,2025-06-29,BRP,Email
V0000773,L0000773,C001068,Verified,2025-05-27,Utility Bill,Manual
V0000774,L0000774,C001070,Verified,2025-08-26,Utility Bill,API
V0000775,L0000775,C001071,Verified,2025-09-14,Passport,Email
V0000776,L0000776,C001072,Verified,2025-04-20,Driving Licence,Email
V0000777,L0000777,C001074,Manual Review,2025-08-02,Driving Licence,Email
V0000778,L0000778,C001078,Verified,2026-01-11,Driving Licence,API
V0000779,L0000779,C001079,Verified,2026-05-13,Driving Licence,API
V0000780,L0000780,C001080,Failed,2025-11-30,Passport,Email
V0000781,L0000781,C001081,Verified,2025-05-31,Utility Bill,Email
V0000782,L0000782,C001083,Verified,2025-06-05,Driving Licence,Manual
V0000783,L0000783,C001084,Verified,2026-04-02,Passport,API
V0000784,L0000784,C001086,Verified,2025-08-05,Driving Licence,Manual
V0000785,L0000785,C001087,Verified,2025-06-27,Passport,Email
V0000786,L0000786,C001090,Manual Review,2026-02-18,Driving Licence,API
V0000787,L0000787,C001091,Verified,2025-09-09,BRP,Email
V0000788,L0000788,C001092,Verified,2025-09-01,Passport,Email
V0000789,L0000789,C001093,Verified,2026-02-24,BRP,Email
V0000790,L0000790,C001097,Verified,2026-05-17,Driving Licence,Email
V0000791,L0000791,C001098,Verified,2025-11-10,Passport,Email
V0000792,L0000792,C001099,Manual Review,2025-09-19,Passport,API
V0000793,L0000793,C001100,Verified,2026-04-20,BRP,Email
V0000794,L0000794,C001101,Failed,2025-05-20,Driving Licence,Manual
V0000795,L0000795,C001102,Manual Review,2025-06-30,Driving Licence,Email
V0000796,L0000796,C001103,Verified,2025-04-17,Driving Licence,API
V0000797,L0000797,C001104,Verified,2026-03-23,Driving Licence,Manual
V0000798,L0000798,C001105,Verified,2025-12-12,BRP,API
V0000799,L0000799,C001106,Verified,2025-08-11,BRP,Manual
V0000800,L0000800,C001110,Manual Review,2025-01-06,BRP,Manual
V0000801,L0000801,C001111,Verified,2026-02-02,Driving Licence,Manual
V0000802,L0000802,C001112,Failed,2025-04-08,Driving Licence,Manual
V0000803,L0000803,C001114,Verified,2025-01-19,Driving Licence,Manual
V0000804,L0000804,C001115,Verified,2025-07-19,Passport,Email
V0000805,L0000805,C001117,Verified,2025-11-23,BRP,API
V0000806,L0000806,C001119,Verified,2025-04-26,Utility Bill,API
V0000807,L0000807,C001120,Manual Review,2026-02-13,BRP,Manual
V0000808,L0000808,C001121,Verified,2025-05-10,Driving Licence,Manual
V0000809,L0000809,C001122,Verified,2026-01-23,BRP,Manual
V0000810,L0000810,C001123,Verified,2026-03-18,BRP,Manual
V0000811,L0000811,C001124,Manual Review,2026-04-26,Utility Bill,Manual
V0000812,L0000812,C001126,Verified,2025-12-20,Passport,Manual
V0000813,L0000813,C001127,Verified,2025-03-12,Passport,Email
V0000814,L0000814,C001128,Verified,2025-12-07,Utility Bill,Email
V0000815,L0000815,C001129,Manual Review,2025-01-22,Utility Bill,Manual
V0000816,L0000816,C001130,Verified,2026-02-21,Driving Licence,Manual
V0000817,L0000817,C001131,Verified,2025-06-13,Driving Licence,API
V0000818,L0000818,C001134,Verified,2025-12-11,Passport,Manual
V0000819,L0000819,C001135,Verified,2026-05-25,BRP,API
V0000820,L0000820,C001136,Verified,2025-12-23,BRP,Manual
V0000821,L0000821,C001138,Verified,2025-01-05,Driving Licence,API
V0000822,L0000822,C001139,Verified,2025-02-06,Utility Bill,Email
