ExceptionID,LoanID,Category,Priority,Status,CreatedDate,OwnerTeam,AgeDays
E0000661,L0000435,Missed Payment,Medium,Resolved,2025-08-23,Loan Ops,5
E0000662,L0000436,Payment Mismatch,High,Retest,2025-10-19,Loan Ops,6
E0000663,L0000437,Payment Mismatch,Low,Open,2025-12-20,Loan Ops,3
E0000664,L0000438,Missed Payment,Medium,In Progress,2025-04-26,Collections,7
E0000665,L0000438,Missed Payment,High,In Progress,2025-05-17,Finance Ops,7
E0000666,L0000438,KYC Failure,High,Manual Review,2025-02-11,Compliance,1
E0000667,L0000439,Missed Payment,High,Open,2026-06-12,Collections,2
E0000668,L0000440,Payment Mismatch,Low,Resolved,2025-06-30,Loan Ops,7
E0000669,L0000440,Payment Mismatch,Low,Retest,2026-01-26,Finance Ops,4
E0000670,L0000442,Missed Payment,Medium,In Progress,2025-05-14,Collections,5
E0000671,L0000442,Payment Mismatch,Low,In Progress,2025-09-08,Loan Ops,7
E0000672,L0000443,KYC Failure,High,Manual Review,2026-02-03,Compliance,2
E0000673,L0000444,KYC Failure,High,Manual Review,2026-02-22,Compliance,5
E0000674,L0000445,Missed Payment,Medium,Open,2026-05-06,Loan Ops,4
E0000675,L0000445,Payment Mismatch,High,In Progress,2026-06-07,Finance Ops,3
E0000676,L0000446,Payment Mismatch,Medium,Retest,2026-04-26,Collections,6
E0000677,L0000449,Payment Mismatch,High,In Progress,2026-01-10,Finance Ops,1
E0000678,L0000449,Payment Mismatch,Medium,In Progress,2026-03-18,Loan Ops,4
E0000679,L0000449,Payment Mismatch,Medium,Open,2026-06-21,Finance Ops,4
E0000680,L0000449,Payment Mismatch,Medium,In Progress,2026-07-10,Finance Ops,4
E0000681,L0000450,Payment Mismatch,High,In Progress,2027-03-05,Loan Ops,3
E0000682,L0000451,Payment Mismatch,Medium,In Progress,2025-05-30,Collections,1
E0000683,L0000451,Payment Mismatch,Low,Resolved,2026-03-31,Collections,1
E0000684,L0000451,Missed Payment,Medium,Retest,2026-04-30,Loan Ops,4
E0000685,L0000451,KYC Failure,High,Open,2025-04-25,Compliance,2
E0000686,L0000452,Payment Mismatch,Low,In Progress,2026-01-23,Finance Ops,5
E0000687,L0000452,Payment Mismatch,Low,Open,2026-02-20,Finance Ops,7
E0000688,L0000452,Missed Payment,Medium,Open,2026-06-22,Loan Ops,7
E0000689,L0000454,Missed Payment,Low,Open,2026-01-13,Finance Ops,4
E0000690,L0000454,Payment Mismatch,Low,In Progress,2026-02-24,Collections,6
E0000691,L0000455,Missed Payment,High,In Progress,2026-07-04,Collections,2
E0000692,L0000455,KYC Failure,High,Resolved,2026-01-02,Compliance,4
E0000693,L0000456,Payment Mismatch,Medium,Retest,2025-06-18,Collections,5
E0000694,L0000456,Payment Mismatch,Medium,Retest,2025-12-15,Finance Ops,2
E0000695,L0000456,Missed Payment,High,Open,2026-04-17,Loan Ops,4
E0000696,L0000458,Missed Payment,Low,Retest,2026-04-20,Finance Ops,4
E0000697,L0000459,Payment Mismatch,Medium,Open,2025-06-23,Collections,6
E0000698,L0000459,Payment Mismatch,High,Open,2026-03-31,Finance Ops,4
E0000699,L0000460,Payment Mismatch,Medium,In Progress,2026-11-30,Finance Ops,1
E0000700,L0000461,Payment Mismatch,Low,In Progress,2026-12-12,Loan Ops,1
E0000701,L0000461,Payment Mismatch,Medium,In Progress,2027-02-08,Collections,5
E0000702,L0000461,Payment Mismatch,High,Open,2027-05-08,Loan Ops,7
E0000703,L0000462,Missed Payment,Low,In Progress,2026-03-16,Loan Ops,4
E0000704,L0000462,Payment Mismatch,Medium,Open,2026-09-13,Collections,7
E0000705,L0000462,Payment Mismatch,High,Resolved,2026-12-18,Loan Ops,2
E0000706,L0000462,Payment Mismatch,High,Open,2027-01-10,Collections,6
E0000707,L0000462,Missed Payment,Low,In Progress,2027-02-13,Finance Ops,7
E0000708,L0000463,Payment Mismatch,High,Open,2026-02-09,Loan Ops,6
E0000709,L0000463,Payment Mismatch,High,Retest,2026-03-10,Collections,2
E0000710,L0000464,Payment Mismatch,Medium,Open,2027-01-07,Collections,1
E0000711,L0000465,Payment Mismatch,Low,Open,2026-06-11,Finance Ops,5
E0000712,L0000466,Payment Mismatch,High,Retest,2025-09-04,Loan Ops,2
E0000713,L0000466,Payment Mismatch,Medium,In Progress,2025-12-03,Finance Ops,2
E0000714,L0000466,Payment Mismatch,Medium,In Progress,2026-02-01,Collections,6
E0000715,L0000466,Payment Mismatch,Medium,Retest,2026-06-02,Loan Ops,1
E0000716,L0000467,Payment Mismatch,Medium,Resolved,2026-04-21,Loan Ops,2
E0000717,L0000467,Missed Payment,Medium,Retest,2026-09-21,Loan Ops,2
E0000718,L0000468,Payment Mismatch,High,Retest,2026-05-28,Loan Ops,5
E0000719,L0000468,Payment Mismatch,Low,Resolved,2026-08-23,Loan Ops,1
E0000720,L0000468,Payment Mismatch,High,Resolved,2026-12-22,Collections,4
E0000721,L0000469,Missed Payment,High,Resolved,2026-12-27,Finance Ops,3
E0000722,L0000469,Payment Mismatch,Medium,Resolved,2027-01-26,Loan Ops,6
E0000723,L0000472,Payment Mismatch,Medium,Open,2025-09-28,Loan Ops,3
E0000724,L0000472,KYC Failure,High,Manual Review,2025-04-23,Compliance,2
E0000725,L0000473,Payment Mismatch,Low,Retest,2026-06-23,Collections,2
E0000726,L0000473,Missed Payment,High,Resolved,2026-08-22,Finance Ops,7
E0000727,L0000475,Payment Mismatch,High,Retest,2025-07-15,Finance Ops,7
E0000728,L0000478,Payment Mismatch,Low,Open,2026-01-11,Loan Ops,7
E0000729,L0000479,Payment Mismatch,High,Resolved,2025-11-14,Loan Ops,3
E0000730,L0000480,Missed Payment,Medium,Resolved,2026-06-28,Collections,2
E0000731,L0000480,Missed Payment,Medium,Retest,2027-01-30,Finance Ops,3
E0000732,L0000481,Payment Mismatch,Low,Retest,2026-08-21,Finance Ops,2
E0000733,L0000481,Missed Payment,High,Open,2026-10-28,Collections,5
E0000734,L0000481,Missed Payment,High,Retest,2026-12-19,Loan Ops,2
E0000735,L0000484,Payment Mismatch,Medium,Retest,2025-08-14,Finance Ops,6
E0000736,L0000484,Payment Mismatch,High,Open,2026-07-11,Finance Ops,6
E0000737,L0000485,Payment Mismatch,High,Open,2026-06-13,Finance Ops,4
E0000738,L0000485,KYC Failure,High,Open,2025-07-15,Compliance,3
E0000739,L0000486,Payment Mismatch,Low,In Progress,2025-11-12,Loan Ops,2
E0000740,L0000486,Payment Mismatch,Low,Retest,2026-10-07,Loan Ops,6
E0000741,L0000486,KYC Failure,High,Manual Review,2025-10-08,Compliance,1
E0000742,L0000488,Payment Mismatch,Low,Open,2025-07-10,Finance Ops,6
E0000743,L0000489,Payment Mismatch,Medium,Resolved,2026-04-14,Loan Ops,2
E0000744,L0000489,KYC Failure,High,Open,2025-11-14,Compliance,5
E0000745,L0000491,Missed Payment,Low,Resolved,2026-03-17,Collections,1
E0000746,L0000491,Payment Mismatch,Low,Resolved,2026-09-16,Loan Ops,3
E0000747,L0000494,Missed Payment,Medium,Retest,2026-06-10,Loan Ops,5
E0000748,L0000495,Payment Mismatch,Medium,Open,2025-12-17,Collections,7
E0000749,L0000495,Payment Mismatch,High,Resolved,2026-02-14,Finance Ops,7
E0000750,L0000495,Payment Mismatch,Medium,In Progress,2026-10-15,Loan Ops,6
E0000751,L0000497,KYC Failure,High,Manual Review,2025-12-10,Compliance,2
E0000752,L0000498,Payment Mismatch,Medium,In Progress,2025-07-20,Collections,2
E0000753,L0000498,Payment Mismatch,Medium,Resolved,2025-11-18,Collections,7
E0000754,L0000500,Missed Payment,High,In Progress,2026-03-09,Collections,4
E0000755,L0000500,Missed Payment,Medium,Retest,2026-06-17,Finance Ops,7
E0000756,L0000500,Payment Mismatch,Medium,Open,2026-10-07,Finance Ops,5
E0000757,L0000500,Payment Mismatch,High,Resolved,2027-02-02,Loan Ops,2
E0000758,L0000500,Missed Payment,Medium,Retest,2027-03-09,Collections,1
E0000759,L0000503,Missed Payment,Low,In Progress,2025-05-06,Loan Ops,2
E0000760,L0000503,Payment Mismatch,Low,Retest,2025-08-06,Collections,3
E0000761,L0000504,Missed Payment,Low,Resolved,2025-09-14,Loan Ops,2
E0000762,L0000504,Payment Mismatch,High,Resolved,2025-12-11,Loan Ops,6
E0000763,L0000504,Payment Mismatch,Low,Retest,2026-01-20,Collections,3
E0000764,L0000505,Missed Payment,High,Resolved,2026-07-21,Collections,2
E0000765,L0000505,Payment Mismatch,High,Open,2026-09-22,Loan Ops,5
E0000766,L0000505,Payment Mismatch,High,Resolved,2027-04-19,Loan Ops,4
E0000767,L0000507,Payment Mismatch,Low,In Progress,2025-05-10,Finance Ops,6
E0000768,L0000508,Missed Payment,High,Open,2025-07-11,Finance Ops,3
E0000769,L0000509,Missed Payment,High,Resolved,2026-05-01,Finance Ops,3
E0000770,L0000509,Payment Mismatch,High,In Progress,2026-08-30,Loan Ops,5
E0000771,L0000509,Missed Payment,High,Resolved,2027-01-05,Finance Ops,4
E0000772,L0000510,Payment Mismatch,Low,In Progress,2026-12-20,Finance Ops,2
E0000773,L0000511,Payment Mismatch,Medium,In Progress,2025-12-06,Loan Ops,2
E0000774,L0000511,Missed Payment,Medium,Retest,2026-08-21,Finance Ops,6
E0000775,L0000511,KYC Failure,High,Manual Review,2025-02-25,Compliance,3
E0000776,L0000512,Missed Payment,Low,In Progress,2026-05-20,Finance Ops,5
E0000777,L0000514,Payment Mismatch,Medium,Retest,2026-06-29,Collections,7
E0000778,L0000515,Missed Payment,High,In Progress,2026-08-18,Loan Ops,3
E0000779,L0000516,Missed Payment,Medium,In Progress,2026-08-09,Collections,2
E0000780,L0000516,KYC Failure,High,Manual Review,2025-11-06,Compliance,1
E0000781,L0000517,Missed Payment,Low,In Progress,2025-07-10,Loan Ops,2
E0000782,L0000518,Payment Mismatch,Medium,Resolved,2025-12-16,Collections,6
E0000783,L0000518,Payment Mismatch,Medium,Retest,2026-04-12,Finance Ops,3
E0000784,L0000520,Missed Payment,Medium,Retest,2026-04-30,Loan Ops,5
E0000785,L0000520,Missed Payment,High,Retest,2026-06-19,Collections,1
E0000786,L0000523,Payment Mismatch,Low,Retest,2026-02-14,Finance Ops,4
E0000787,L0000523,Missed Payment,High,Resolved,2026-06-12,Finance Ops,7
E0000788,L0000524,Missed Payment,Medium,Open,2026-08-23,Finance Ops,6
E0000789,L0000524,Payment Mismatch,High,Resolved,2026-11-21,Loan Ops,4
E0000790,L0000524,Payment Mismatch,Low,Retest,2027-03-22,Finance Ops,6
E0000791,L0000525,Missed Payment,Low,Retest,2026-03-03,Loan Ops,5
E0000792,L0000525,Missed Payment,Low,Resolved,2026-09-02,Collections,3
E0000793,L0000526,Missed Payment,High,Open,2025-12-26,Loan Ops,3
E0000794,L0000527,Payment Mismatch,Medium,In Progress,2025-06-17,Loan Ops,2
E0000795,L0000528,Payment Mismatch,Medium,Resolved,2027-02-05,Loan Ops,3
E0000796,L0000529,Missed Payment,High,In Progress,2027-06-14,Loan Ops,4
E0000797,L0000530,Payment Mismatch,Low,Resolved,2025-11-08,Finance Ops,6
E0000798,L0000530,Payment Mismatch,High,Resolved,2026-04-27,Finance Ops,1
E0000799,L0000531,Payment Mismatch,High,Resolved,2026-03-10,Loan Ops,4
E0000800,L0000532,Missed Payment,Low,Retest,2026-06-07,Loan Ops,6
E0000801,L0000532,Payment Mismatch,Medium,Resolved,2027-03-14,Finance Ops,7
E0000802,L0000532,Payment Mismatch,Low,Resolved,2027-05-03,Loan Ops,7
E0000803,L0000533,Payment Mismatch,Low,Resolved,2026-04-24,Collections,3
E0000804,L0000533,Missed Payment,Low,Open,2026-10-21,Finance Ops,5
E0000805,L0000533,Missed Payment,Medium,Resolved,2026-12-20,Loan Ops,4
E0000806,L0000534,Payment Mismatch,Medium,Retest,2026-05-26,Finance Ops,7
E0000807,L0000534,Payment Mismatch,Medium,In Progress,2026-07-26,Collections,4
E0000808,L0000535,Payment Mismatch,Medium,In Progress,2025-12-29,Finance Ops,3
E0000809,L0000536,Missed Payment,High,Open,2026-02-25,Finance Ops,5
E0000810,L0000536,Payment Mismatch,High,Resolved,2026-07-15,Finance Ops,4
E0000811,L0000536,Payment Mismatch,High,Retest,2026-09-13,Loan Ops,7
E0000812,L0000536,Missed Payment,Low,Retest,2026-11-17,Finance Ops,6
E0000813,L0000537,Missed Payment,Low,In Progress,2025-09-29,Loan Ops,7
E0000814,L0000539,Payment Mismatch,Low,Open,2025-05-30,Finance Ops,3
E0000815,L0000540,Missed Payment,High,In Progress,2025-08-03,Finance Ops,5
E0000816,L0000541,Missed Payment,Medium,Open,2026-07-20,Collections,5
E0000817,L0000541,Payment Mismatch,Low,Resolved,2026-11-20,Collections,7
E0000818,L0000542,Missed Payment,High,Open,2025-10-01,Finance Ops,3
E0000819,L0000542,Payment Mismatch,High,Retest,2025-12-08,Loan Ops,7
E0000820,L0000542,Payment Mismatch,High,Retest,2026-05-29,Collections,4
E0000821,L0000542,KYC Failure,High,Open,2025-03-29,Compliance,5
E0000822,L0000544,Missed Payment,High,Open,2025-10-08,Loan Ops,1
E0000823,L0000544,Payment Mismatch,Low,Resolved,2026-01-03,Collections,7
E0000824,L0000546,KYC Failure,High,Resolved,2025-02-10,Compliance,5
E0000825,L0000548,Missed Payment,High,Resolved,2026-01-21,Finance Ops,6
E0000826,L0000549,Payment Mismatch,Medium,Open,2026-04-03,Collections,6
E0000827,L0000549,Missed Payment,High,Retest,2026-06-22,Finance Ops,3
E0000828,L0000549,Missed Payment,Medium,Retest,2026-09-21,Finance Ops,2
E0000829,L0000549,Payment Mismatch,High,Retest,2026-11-18,Finance Ops,6
E0000830,L0000549,Payment Mismatch,Low,Retest,2027-02-22,Finance Ops,3
E0000831,L0000550,Payment Mismatch,Low,In Progress,2025-05-23,Loan Ops,4
E0000832,L0000550,Payment Mismatch,Low,Open,2025-06-19,Finance Ops,1
E0000833,L0000550,Payment Mismatch,Medium,Open,2025-07-19,Finance Ops,6
E0000834,L0000550,Payment Mismatch,High,Retest,2026-01-27,Finance Ops,5
E0000835,L0000551,Missed Payment,Medium,Retest,2026-10-07,Finance Ops,6
E0000836,L0000552,KYC Failure,High,Manual Review,2026-01-18,Compliance,5
E0000837,L0000555,Missed Payment,Medium,Resolved,2025-12-01,Collections,4
E0000838,L0000555,Payment Mismatch,Medium,Retest,2026-10-24,Loan Ops,4
E0000839,L0000557,Payment Mismatch,High,Retest,2025-08-05,Loan Ops,4
E0000840,L0000557,Missed Payment,High,In Progress,2025-10-04,Loan Ops,5
E0000841,L0000558,Missed Payment,Low,In Progress,2025-11-12,Collections,6
E0000842,L0000558,Payment Mismatch,High,Resolved,2026-07-10,Finance Ops,3
E0000843,L0000559,Payment Mismatch,High,Resolved,2025-11-08,Loan Ops,7
E0000844,L0000559,Payment Mismatch,Medium,In Progress,2026-04-07,Finance Ops,4
E0000845,L0000559,Missed Payment,Low,Retest,2026-11-25,Finance Ops,5
E0000846,L0000562,Missed Payment,High,Retest,2026-08-12,Collections,5
E0000847,L0000563,Payment Mismatch,Medium,In Progress,2025-12-21,Finance Ops,5
E0000848,L0000564,Payment Mismatch,Medium,Open,2025-03-07,Loan Ops,5
E0000849,L0000564,Missed Payment,High,Resolved,2025-10-31,Loan Ops,4
E0000850,L0000565,Payment Mismatch,High,Resolved,2026-02-26,Finance Ops,4
E0000851,L0000566,Payment Mismatch,Medium,Retest,2026-06-20,Loan Ops,5
E0000852,L0000568,Missed Payment,High,Retest,2026-03-28,Collections,3
E0000853,L0000568,Payment Mismatch,High,In Progress,2027-02-25,Finance Ops,4
E0000854,L0000569,Missed Payment,Medium,In Progress,2027-04-11,Loan Ops,4
E0000855,L0000571,Missed Payment,Medium,Open,2025-05-06,Finance Ops,2
E0000856,L0000571,KYC Failure,High,Resolved,2025-02-25,Compliance,5
E0000857,L0000572,Missed Payment,High,Resolved,2026-06-24,Loan Ops,4
E0000858,L0000572,Missed Payment,Medium,Open,2026-10-21,Finance Ops,6
E0000859,L0000573,Missed Payment,Low,Resolved,2025-10-07,Loan Ops,5
E0000860,L0000573,Missed Payment,High,Open,2025-12-03,Finance Ops,4
E0000861,L0000574,Payment Mismatch,High,Resolved,2025-12-04,Loan Ops,5
E0000862,L0000575,Payment Mismatch,Medium,Retest,2025-10-26,Loan Ops,6
E0000863,L0000577,Missed Payment,Low,Open,2026-07-05,Loan Ops,7
E0000864,L0000578,Missed Payment,High,Resolved,2026-04-26,Collections,7
E0000865,L0000578,Payment Mismatch,Low,Retest,2026-05-30,Finance Ops,7
E0000866,L0000578,Payment Mismatch,High,In Progress,2026-08-06,Loan Ops,2
E0000867,L0000578,Missed Payment,Medium,Resolved,2026-08-26,Loan Ops,6
E0000868,L0000579,KYC Failure,High,Resolved,2025-08-19,Compliance,2
E0000869,L0000580,Payment Mismatch,Medium,Open,2026-02-07,Loan Ops,1
E0000870,L0000580,Payment Mismatch,High,Retest,2026-06-04,Finance Ops,6
E0000871,L0000581,Missed Payment,Medium,Retest,2026-05-12,Loan Ops,2
E0000872,L0000582,Payment Mismatch,Low,Resolved,2025-09-23,Loan Ops,6
E0000873,L0000584,Missed Payment,Low,Retest,2026-03-02,Collections,2
E0000874,L0000586,Missed Payment,Medium,Resolved,2025-06-17,Collections,7
E0000875,L0000587,Missed Payment,Low,Open,2025-07-10,Collections,1
E0000876,L0000587,Payment Mismatch,Low,Open,2026-06-04,Loan Ops,6
E0000877,L0000588,Payment Mismatch,High,In Progress,2025-07-18,Loan Ops,4
E0000878,L0000589,Payment Mismatch,Medium,Resolved,2026-01-06,Collections,6
E0000879,L0000589,Payment Mismatch,High,Retest,2026-04-10,Loan Ops,7
E0000880,L0000589,Missed Payment,Medium,In Progress,2026-06-14,Loan Ops,6
E0000881,L0000591,Payment Mismatch,Low,Resolved,2025-12-03,Loan Ops,1
E0000882,L0000591,Payment Mismatch,Medium,In Progress,2026-03-01,Loan Ops,6
E0000883,L0000592,Missed Payment,High,Retest,2026-04-24,Finance Ops,6
E0000884,L0000592,Payment Mismatch,High,Retest,2026-08-04,Collections,6
E0000885,L0000593,Missed Payment,High,In Progress,2026-02-16,Finance Ops,1
E0000886,L0000593,Payment Mismatch,Medium,Resolved,2026-03-06,Loan Ops,7
E0000887,L0000593,KYC Failure,High,Manual Review,2025-06-07,Compliance,3
E0000888,L0000595,Missed Payment,Medium,Retest,2026-07-25,Finance Ops,3
E0000889,L0000596,Missed Payment,Medium,Retest,2026-04-29,Loan Ops,4
E0000890,L0000596,Payment Mismatch,High,In Progress,2026-07-05,Finance Ops,2
E0000891,L0000596,KYC Failure,High,Open,2026-03-30,Compliance,5
E0000892,L0000597,Missed Payment,Medium,Resolved,2026-08-16,Loan Ops,4
E0000893,L0000597,Payment Mismatch,Medium,Open,2026-09-24,Collections,2
E0000894,L0000598,Payment Mismatch,High,In Progress,2026-06-06,Collections,1
E0000895,L0000598,Payment Mismatch,High,In Progress,2026-07-04,Collections,1
E0000896,L0000598,Payment Mismatch,Low,In Progress,2026-11-08,Collections,4
E0000897,L0000599,Missed Payment,Medium,Open,2025-11-07,Loan Ops,4
E0000898,L0000599,Missed Payment,High,Retest,2026-02-07,Finance Ops,2
E0000899,L0000600,Payment Mismatch,High,Open,2026-02-09,Finance Ops,2
E0000900,L0000601,Missed Payment,Low,Retest,2026-03-19,Collections,5
E0000901,L0000601,Payment Mismatch,Low,Resolved,2026-04-18,Collections,5
E0000902,L0000601,Payment Mismatch,Medium,Retest,2026-08-17,Finance Ops,3
E0000903,L0000601,KYC Failure,High,Open,2026-02-17,Compliance,1
E0000904,L0000602,Missed Payment,Low,Retest,2025-08-28,Collections,2
E0000905,L0000602,Missed Payment,Low,Resolved,2025-12-26,Finance Ops,4
E0000906,L0000603,Payment Mismatch,Low,Resolved,2026-10-02,Collections,2
E0000907,L0000603,Payment Mismatch,Low,In Progress,2026-10-22,Collections,4
E0000908,L0000603,Missed Payment,Medium,In Progress,2027-04-18,Loan Ops,6
E0000909,L0000603,Missed Payment,Medium,Open,2027-07-29,Collections,6
E0000910,L0000604,Payment Mismatch,Low,Open,2025-10-24,Collections,1
E0000911,L0000605,Missed Payment,Low,Open,2026-09-18,Loan Ops,1
E0000912,L0000606,Payment Mismatch,Medium,Retest,2026-10-10,Loan Ops,5
E0000913,L0000607,Payment Mismatch,High,Retest,2026-09-04,Loan Ops,7
E0000914,L0000608,Missed Payment,High,Resolved,2026-01-10,Loan Ops,7
E0000915,L0000609,Payment Mismatch,Low,In Progress,2025-09-10,Collections,4
E0000916,L0000609,Payment Mismatch,High,Resolved,2026-03-17,Collections,4
E0000917,L0000612,Payment Mismatch,Medium,Resolved,2025-08-09,Finance Ops,3
E0000918,L0000613,Missed Payment,Low,Open,2026-08-01,Finance Ops,6
E0000919,L0000613,Payment Mismatch,High,In Progress,2026-11-08,Loan Ops,5
E0000920,L0000615,Payment Mismatch,Medium,Resolved,2026-06-13,Loan Ops,6
E0000921,L0000615,Payment Mismatch,High,Resolved,2026-10-09,Loan Ops,3
E0000922,L0000615,Payment Mismatch,Low,Open,2026-12-08,Loan Ops,4
E0000923,L0000615,Payment Mismatch,High,In Progress,2027-02-05,Collections,4
E0000924,L0000617,Payment Mismatch,Low,Retest,2025-03-13,Finance Ops,1
E0000925,L0000618,Payment Mismatch,Medium,Retest,2026-04-07,Collections,1
E0000926,L0000619,Missed Payment,Medium,Retest,2026-06-29,Finance Ops,7
E0000927,L0000620,Payment Mismatch,Medium,Resolved,2026-07-14,Collections,2
E0000928,L0000622,Missed Payment,Low,In Progress,2026-08-22,Finance Ops,7
E0000929,L0000622,Payment Mismatch,Low,Resolved,2026-09-20,Loan Ops,3
E0000930,L0000622,Payment Mismatch,High,Retest,2027-05-28,Finance Ops,6
E0000931,L0000623,Missed Payment,Medium,Open,2026-06-04,Finance Ops,3
E0000932,L0000623,Payment Mismatch,High,Resolved,2026-10-11,Finance Ops,6
E0000933,L0000623,Missed Payment,Medium,Resolved,2027-01-29,Collections,6
E0000934,L0000623,Payment Mismatch,High,Open,2027-03-28,Loan Ops,4
E0000935,L0000623,Payment Mismatch,Low,Resolved,2027-06-28,Loan Ops,2
E0000936,L0000626,Missed Payment,High,In Progress,2026-07-13,Finance Ops,4
E0000937,L0000626,Missed Payment,Low,In Progress,2026-10-03,Collections,5
E0000938,L0000627,Payment Mismatch,Medium,Resolved,2026-06-11,Finance Ops,7
E0000939,L0000627,Payment Mismatch,High,Open,2026-08-01,Finance Ops,2
E0000940,L0000627,Missed Payment,Medium,Resolved,2026-10-04,Finance Ops,3
E0000941,L0000628,Payment Mismatch,Medium,In Progress,2025-10-13,Finance Ops,2
E0000942,L0000630,Payment Mismatch,Low,Resolved,2025-07-05,Collections,4
E0000943,L0000630,KYC Failure,High,Resolved,2025-02-26,Compliance,2
E0000944,L0000632,Missed Payment,Medium,Open,2026-05-01,Loan Ops,6
E0000945,L0000633,Payment Mismatch,High,Resolved,2026-11-14,Collections,7
E0000946,L0000634,Missed Payment,Medium,Retest,2026-03-19,Finance Ops,6
E0000947,L0000634,Payment Mismatch,Medium,Retest,2026-04-22,Finance Ops,6
E0000948,L0000634,Missed Payment,High,Resolved,2026-06-15,Loan Ops,4
E0000949,L0000634,Payment Mismatch,Medium,Open,2026-08-17,Finance Ops,5
E0000950,L0000634,Payment Mismatch,Medium,In Progress,2026-12-18,Loan Ops,2
E0000951,L0000636,Payment Mismatch,High,Open,2026-05-21,Loan Ops,3
E0000952,L0000636,Missed Payment,Low,In Progress,2026-11-09,Collections,3
E0000953,L0000637,Payment Mismatch,High,In Progress,2026-02-18,Collections,4
E0000954,L0000637,Payment Mismatch,High,In Progress,2026-06-25,Finance Ops,7
E0000955,L0000640,Missed Payment,Medium,Open,2026-07-01,Collections,6
E0000956,L0000640,Missed Payment,Medium,Open,2027-03-03,Loan Ops,1
E0000957,L0000640,Payment Mismatch,Low,In Progress,2027-11-17,Loan Ops,1
E0000958,L0000641,Payment Mismatch,Low,In Progress,2025-08-05,Finance Ops,1
E0000959,L0000642,Payment Mismatch,High,Retest,2026-05-08,Loan Ops,1
E0000960,L0000642,Missed Payment,Low,Open,2027-02-28,Collections,3
E0000961,L0000643,Payment Mismatch,Medium,In Progress,2027-11-05,Collections,7
E0000962,L0000644,Payment Mismatch,Medium,Resolved,2025-12-26,Loan Ops,1
E0000963,L0000644,Missed Payment,Low,Retest,2026-01-23,Finance Ops,5
E0000964,L0000644,Payment Mismatch,Low,Retest,2026-10-22,Collections,6
E0000965,L0000646,Payment Mismatch,High,In Progress,2026-03-04,Loan Ops,1
E0000966,L0000646,Missed Payment,Low,In Progress,2026-05-30,Collections,6
E0000967,L0000647,Missed Payment,Medium,In Progress,2025-07-09,Collections,6
E0000968,L0000647,Payment Mismatch,Low,In Progress,2025-10-06,Loan Ops,7
E0000969,L0000647,Missed Payment,Low,Open,2026-04-05,Loan Ops,1
E0000970,L0000649,Missed Payment,Medium,Resolved,2026-08-03,Loan Ops,6
E0000971,L0000652,Payment Mismatch,High,Open,2026-03-19,Collections,5
E0000972,L0000652,Payment Mismatch,High,In Progress,2026-08-12,Finance Ops,1
E0000973,L0000652,Payment Mismatch,Low,Open,2026-10-09,Collections,1
E0000974,L0000653,Payment Mismatch,High,In Progress,2026-06-23,Loan Ops,6
E0000975,L0000655,Missed Payment,Medium,Resolved,2026-07-25,Loan Ops,5
E0000976,L0000657,Payment Mismatch,High,Open,2026-01-18,Collections,5
E0000977,L0000657,Missed Payment,High,Retest,2026-04-19,Collections,7
E0000978,L0000658,Missed Payment,Medium,Retest,2025-02-22,Loan Ops,2
E0000979,L0000658,Payment Mismatch,Medium,Retest,2025-12-18,Finance Ops,6
E0000980,L0000659,Missed Payment,Low,Retest,2027-02-06,Collections,7
E0000981,L0000660,Payment Mismatch,Medium,Retest,2025-12-22,Loan Ops,6
E0000982,L0000660,Payment Mismatch,Low,Open,2026-08-10,Loan Ops,6
E0000983,L0000661,KYC Failure,High,Manual Review,2026-02-14,Compliance,1
E0000984,L0000662,Payment Mismatch,High,Retest,2026-04-13,Finance Ops,2
E0000985,L0000662,Payment Mismatch,High,Resolved,2026-05-13,Finance Ops,1
E0000986,L0000662,Payment Mismatch,Medium,Resolved,2026-10-29,Loan Ops,4
E0000987,L0000662,Missed Payment,Medium,Retest,2027-01-08,Loan Ops,1
E0000988,L0000664,Payment Mismatch,Low,Resolved,2026-05-11,Collections,6
E0000989,L0000664,Missed Payment,Medium,In Progress,2026-08-08,Collections,1
E0000990,L0000664,Missed Payment,Low,In Progress,2027-04-05,Finance Ops,6
E0000991,L0000664,Missed Payment,High,Open,2027-05-08,Finance Ops,2
E0000992,L0000665,Missed Payment,Low,In Progress,2026-06-04,Loan Ops,6
E0000993,L0000665,Missed Payment,High,In Progress,2026-09-06,Collections,5
E0000994,L0000667,Payment Mismatch,High,In Progress,2025-11-23,Finance Ops,6
E0000995,L0000667,Payment Mismatch,High,Retest,2026-07-31,Collections,2
E0000996,L0000667,KYC Failure,High,Open,2025-09-22,Compliance,3
E0000997,L0000668,Missed Payment,High,Open,2025-11-03,Finance Ops,7
E0000998,L0000669,Payment Mismatch,Medium,In Progress,2026-07-03,Loan Ops,3
E0000999,L0000669,Missed Payment,Low,Resolved,2026-08-10,Finance Ops,7
E0001000,L0000669,KYC Failure,High,Manual Review,2025-09-03,Compliance,1
E0001001,L0000670,Payment Mismatch,Low,Open,2026-07-14,Loan Ops,5
E0001002,L0000671,Payment Mismatch,Low,Open,2026-09-02,Finance Ops,2
E0001003,L0000672,Missed Payment,Medium,Retest,2026-08-11,Collections,3
E0001004,L0000673,Payment Mismatch,Medium,In Progress,2026-11-13,Finance Ops,4
